hash,location,date,text
"['TEMNOTÍCIA', 'endomarketing']",Blumenau (SC),2020-12-07 18:29:45,"#TEMNOTÍCIA Quando falamos em #endomarketing, a inovação é uma palavra-chave para surpreender e engajar os colaboradores. https://t.co/TMxbhgQjSB"
"['liguem', 'CharlesChaplin', 'persistência', 'êxito', 'inovação', 'estrategia', 'marketing', 'vendas']",Lisboa,2020-12-07 18:25:32,"Seja persistente nos seus projetos, nós podemos ajudá-lo a otimizar as suas vendas! #liguem #CharlesChaplin
#persistência #êxito #inovação #estrategia #marketing #vendas https://t.co/zDdWyua8ba"
"['telemedicina', 'teleconsultoria', 'tecnologia', 'inovação', 'saudeavançada', 'sjc']",São José dos Campos/SP,2020-12-07 18:21:56,"Saiba mais em:
https://t.co/2XjzI9zviH

#telemedicina #teleconsultoria #tecnologia #inovação #saudeavançada #sjc"
"['painel', 'ecossistema', 'digital', 'inovação', 'digitalização', 'foco']",São Paulo,2020-12-07 18:16:17,"// Nosso CEO Fernando Cirne participou do #painel da @infomoney, posicionando o Grupo Locaweb como um #ecossistema #digital de #inovação completo, que tem contribuído para a #digitalização dos PMEs e falando sobre o #foco da empresa para 2021 🚀 Confira! https://t.co/VyUiZ6Ool9"
['AnuárioDeInvestimentos'],Porto Alegre,2020-12-07 18:15:00,#AnuárioDeInvestimentos: Obras do InsCer começaram em outubro de 2018 e triplicaram a atual estrutura de tamanho https://t.co/J1ea2MRbYi
['Algarve'],Algarve - Portugal,2020-12-07 18:03:03,Já abriram as candidaturas para o Programa de Inovação Aberta no Turismo – soluções inovadoras para problemas reais - https://t.co/86Hb7nLF9p - #Algarve https://t.co/WYL7zQiMhr
['teamDSM'],Estados Unidos,2020-12-07 18:02:11,DSM novo time para as provas de elite de ciclismo internacional. Tecnologia e inovação em prol do esporte #teamDSM https://t.co/tWoMPwEz5X
['Oportunidade'],Foz do Iguaçu - PR - Brasil,2020-12-07 18:01:14,"#Oportunidade | O Núcleo de Inovação Tecnológica (NIT-UNILA) está com edital aberto para selecionar dois bolsistas para o apoio de suas atividades. 

📝Inscrições: 25/11 a 09/12; 
➡Detalhes nos editais: 
https://t.co/T7mvafdN9G
https://t.co/uw52XvEOyw https://t.co/qLPNNKbaB1"
"['areyouLIT', 'LIT', 'Onlearning', 'Inovação', 'Educação']",,2020-12-07 17:59:15,"Você é o protagonista da sua aprendizagem, mas orientação e apoio no início da jornada fazem toda a diferença! O suporte especializado oferecido aos alunos é um dos fatores que garantem o sucesso da aprendizagem digital.

#areyouLIT #LIT #Onlearning #Inovação #Educação https://t.co/teUatIDqXs"
"['Tecnologia', 'Defesa']","Rio de Janeiro, Brasil",2020-12-07 17:52:19,👏👏 a #Tecnologia aliada a inovação. Grandes passos sendo dados. #Defesa https://t.co/NSOffbdFqc
"['espalhafatos', 'guarulhos', 'gru']","Guarulhos, São Paulo, Brasil",2020-12-07 17:50:10,"#espalhafatos 
#guarulhos #gru 
Maior conferência de inovação de Guarulhos acontecerá nesta quinta-feira, 10/12!, ao vivo e online https://t.co/WQiiYgEshF via @Espalha Fatos"
['covidsaudemelhorias'],"São Paulo, Brasil",2020-12-07 17:37:39,"#covidsaudemelhorias
A startup Edstartup e micro empresa de tecnologia 3D Solutions,realizam fusão em desenvolvimentos de aplicativos Social/M.E.I pra comunidades carentes. Frase da 3D solution: "" Inovar é super importante pra agregar inovação as comunidades durante a pandemia."" https://t.co/dHJmvxQtUi"
"['Reffsa', 'GovernoDeTodosNós']","Maranhão, Brasil",2020-12-07 17:31:00,"👩🏽‍💻 A #Reffsa foi totalmente reformada e transformada num cartão-postal de São Luís, reunindo atrações turísticas, de cultura e de lazer. Além disso, também tem a Locomotiva Hub, pólo tecnológico que apoia a inovação e a tecnologia &gt;&gt;&gt; 

#GovernoDeTodosNós https://t.co/62Ex4XGNpK"
"['startups', 'inovação']",BH/MG,2020-12-07 17:22:52,"No oitavo episódio do podcast ""A hora da indústria”, os convidados conversam sobre como as soluções das #startups têm transformado a indústria, quais inovações elas trazem e como isso afeta o consumidor final e o nosso cotidiano.

Dê um play: https://t.co/eduKzAZpKQ.

#inovação https://t.co/fXjbvszbtM"
"['WIPO', 'OMPI', 'PropriedadeIntelectual', 'PropriedadeIndustrial', 'InovaPictor', 'PiBot', 'Inovação']","Campo Bom, Brasil",2020-12-07 17:19:14,WIPO divulga relatório com indicadores de propriedade intelectual de 2019: https://t.co/tQzatE0pyN #WIPO #OMPI #PropriedadeIntelectual #PropriedadeIndustrial #InovaPictor #PiBot #Inovação
"['facebrasil', 'revistadosbrasileiros', 'responsabilidade', 'pioneirismo', 'etica', 'inovacao', 'jornalismo', 'qualidade', 'vanguarda']","Orlando, FL",2020-12-07 17:16:18,"Quer uma disca de leitura?
  Revista Facebrasil - edição 103
Acesse o nosso site: https://t.co/r7mii0p0ku

#facebrasil #revistadosbrasileiros #responsabilidade #pioneirismo #etica #inovacao #jornalismo #qualidade #vanguarda https://t.co/SN0O0CTUuP"
"['Brasil', 'startups', 'inovacao', 'empreendedorismo']",,2020-12-07 17:10:50,"#Brasil: Marco legal regulamenta investidor-anjo e fixa prazo de 10 anos para #startups

https://t.co/Rhp8WZ2US9

#inovacao #empreendedorismo https://t.co/UtiIHhZjZB"
"['ABDINaMídia', 'bioeconomia', 'indústria', 'inovação']",Brasília,2020-12-07 17:10:49,"#ABDINaMídia | @RevistaISTOE

Quais são os desafios para que o Brasil avance com a agenda de #bioeconomia? Criado pela ABDI e @mctic, GT-Farma visa estimular #indústria de medicamentos e insumos, além de propor políticas de desenvolvimento tecnológico e de incentivo à #inovação. https://t.co/FdkqA1d7Ry"
"['inovação', 'digital']",Brazil,2020-12-07 17:10:01,Você enfrenta desafios de Supply Chain que pedem #inovação no mercado de Suprimentos? Na Go Live Tech apoiamos nossos parceiros em desafios que unem tecnologia de ponta na transformação #digital de Supply Chain com inteligência artificial. https://t.co/ol1yVctUnf
['LegendsOfRuneterra'],Runeterra,2020-12-07 17:06:57,"#LegendsOfRuneterra

Hoje, anunciamos uma nova era de inovação zaunita. Seja a primeira testemunha dessa ascensão! ✨

Teaser da nova expansão do LoR! https://t.co/I99iw9SHfh"
"['startup', 'territorioscriativos', 'LinkingUP', 'turismo', 'inovacao', 'ISEGLisboa']",Algarve e Baixo Alentejo,2020-12-07 17:04:42,Já abriram as candidaturas para o Programa de Inovação Aberta no Turismo – soluções inovadoras para problemas reais #startup #territorioscriativos #LinkingUP #turismo #inovacao #ISEGLisboa https://t.co/8qDCaK2gxM
"['AquiTemFinep', 'ciencia', 'tecnologia', 'inovacao', 'financiamento']",Rio de Janeiro,2020-12-07 17:00:18,"Fique atento aos editais da Finep! Veja algumas recomendações importantes no card. ⠀⠀
⠀⠀
#AquiTemFinep #ciencia #tecnologia #inovacao #financiamento @mctic https://t.co/lDcZEFy0hm"
['CQCSInsurtechInovaçao'],Brasil,2020-12-07 16:51:24,"Maior evento de inovação em seguros da América Latina, o CQCS Insurtech &amp; Innovation já tem nova data. Confira: https://t.co/Bk4XFY5ohA

#CQCSInsurtechInovaçao"
['CaraDePau'],,2020-12-07 16:50:10,"""Isso atendia aos interesses do Jair Bolsonaro"" - O Antagonista.

A Impressionante inovação de Kassio Marques.

#CaraDePau https://t.co/aLh2wYXalK"
"['ciência', 'tecnologia', 'inovação', 'Brasil', 'Europa']","Brasilia, Brasil",2020-12-07 16:49:46,"@Filipe_Cassapo tem um convite para quem acredita na importância do trabalho colaborativo com foco em #ciência, #tecnologia e #inovação. Faça parte do @ENRICH_Brazil e tenha acesso à rede que une #Brasil e #Europa em prol de um futuro sustentável. 
https://t.co/a7id7SJ86a"
"['Pesquisa', 'Desenvolvimento', 'Inovação', 'Tecnologia', 'Ciência', 'Startups', 'Parceria', 'Indústria', 'Norte', 'Amazonas']",Brasília-DF,2020-12-07 16:32:29,"A EMBRAPII leva inovação para todo o Brasil!No estado do Amazonas, são R$ 4 milhões investidos em 6 projetos de inovação. Veja mais informações em: https://t.co/lOiLBIcayF 

#Pesquisa #Desenvolvimento #Inovação #Tecnologia #Ciência #Startups #Parceria #Indústria #Norte #Amazonas https://t.co/O0AGfzER8B"
"['inovação', 'transformaçãodigital', 'gamificação', 'chatbots']",,2020-12-07 16:27:05,"Gamificação e chatbots são ferramentas que contribuem para a transformação digital do RH.
#inovação #transformaçãodigital #gamificação #chatbots
https://t.co/vlgR9RC3gN"
['PGFN'],Brasil,2020-12-07 16:18:57,"⚖️📈 Com o Rating da Dívida Ativa e Ajuizamento Seletivo de Execuções Fiscais, a #PGFN tornou-se o primeiro ente da administração tributária a classificar seus devedores e créditos com técnicas de mineração e análise de dados. Saiba mais sobre a inovação. https://t.co/qjE74E6Mmz"
"['ODS', 'COVID19', 'PortalSomosIberoAmérica', 'CTI']","Madrid, Comunidad de Madrid",2020-12-07 16:05:00,"📉Dados | Que setores lideram os investimentos em PDI na Ibero-América? Qual é o papel destes investimentos na pesquisa e na inovação p/ alcançar os #ODS e acabar com a crise de #COVID19?
https://t.co/PoeEVeqmnT
#PortalSomosIberoAmérica @EspacioOEI #CTI https://t.co/U6JESfM3de"
"['portodigital', 'inovacao', 'gartner', 'tecnologia', 'futuro', 'empreendedorismo', 'tendencias', 'brasil']",RECIFE/PE,2020-12-07 16:02:18,"Atenção líderes de Inovação tecnológica.  Visão e foco na  próxima década. Gartner indica tecnologias que podem ser de natureza disruptiva. Boa leitura. 
#portodigital #inovacao #gartner #tecnologia #futuro #empreendedorismo #tendencias #brasil 
https://t.co/9FJ2g2N0gr"
"['VendaMaisAgora', 'Pandolfo']","Sinop, Brasil",2020-12-07 16:01:07,"A pandemia do coronavírus acelerou e desencadeou muitas transformações empresariais. A principal delas, a digitalização empresarial.

Inovação, criatividade e tecnologia são apenas algumas das principais tendências que devemos seguir.

#VendaMaisAgora #Pandolfo https://t.co/vGp7gdU475"
"['intercore', 'lancamento', 'beta', 'exchange']",,2020-12-07 15:38:38,"Hoje iniciamos a versão Beta e você já pode acessar nosso site e fazer o cadastro, sendo um dos 1.000 privilegiados.

Venha conferir nossa plataforma em primeira mão e fazer parte da inovação.

Uma nova forma de ver o mundo chegou!

#intercore #lancamento #beta #exchange https://t.co/MrT26Oa5K3"
"['AUSPIN', 'Inovação', 'USP', 'Comunicação', 'ComunicaçãoCientífica']","Av. Prof. Lineu Prestes, 950",2020-12-07 15:37:48,"Conheça o Genoma no canal do Youtube da Agência USP de Inovação...: https://t.co/TyOY4Dg6vb

#AUSPIN #Inovação #USP #Comunicação #ComunicaçãoCientífica"
['RedHatLabs'],,2020-12-07 15:16:20,Meu mais recente artigo publicado: Inovação: Da ideia à prática. https://t.co/ecq85FL3DS via @LinkedIn #RedHatLabs @RedHatLabs
"['pesquisa', 'ciência', 'podcast', 'inovacao', 'evasaofiscal', 'contabilidadetributária', 'tributos', 'elisaofiscal', 'decadenciatributária', 'posgraduação']","Distrito Federal, Brasil",2020-12-07 15:13:38,"Siga nossas mídias sociais (link na Bio) e fique conectado com todas as novidades e agora, em sua plataforma preferida de podcasts.

#pesquisa #ciência #podcast #inovacao  #evasaofiscal #contabilidadetributária #tributos #elisaofiscal #decadenciatributária #posgraduação"
"['AcontecendoAqui', 'magnum', 'distanciamentosocial']",Santa Catarina,2020-12-07 15:09:45,"Magnum lança no Brasil toalhas de praia gigantes para incentivar o distanciamento social durante o verão. #AcontecendoAqui 
#magnum 
#distanciamentosocial

https://t.co/iv0deFe1Sr https://t.co/m80OtLyfdD"
"['realidadeaumentada', 'realiteaugmentee', 'technologystartup', 'technologystartup', 'inovaçao', 'bresil', 'creation', 'rv', 'ra', 'osinski', 'augmentedreality', 'futurenow', 'realidadeaugmentada']",,2020-12-07 15:03:32,Como a realidade aumentada invadirá nossa vida diária no curto prazo?   https://t.co/AyjtGKfNhI  #realidadeaumentada #realiteaugmentee #technologystartup #technologystartup #inovaçao #bresil #creation #rv #ra #osinski #augmentedreality #futurenow #realidadeaugmentada https://t.co/j3Ww2scReR
['EuEscolhoPerSizes'],Brasil,2020-12-07 15:03:26,"PerSizes, a inovação digital conectada à loja e-commerce especialista em atender todos os públicos e suas idividualidades como tamanhos e estilos.

#EuEscolhoPerSizes e você ?

PerSizes,
Vista-se através dessa Inovação https://t.co/L3kVwIGdqe"
"['RadioAlcabidecheFM', 'Cascais', 'INOVAÇÃO', 'JUVENTUDE', 'FUTURO']",Rádio AlcabidecheFM,2020-12-07 15:01:27,"A Rádio AlcabidecheFM com 7 anos e 10 meses continua a crescer mais e para melhor!

Consulte aqui os ""nossos/vossos"" números, atualizados às 14 horas de 7 de dezembro de 2020.

#RadioAlcabidecheFM #Cascais 

#INOVAÇÃO | #JUVENTUDE | #FUTURO https://t.co/lkSw5aoGmv"
['somosinsper'],São Paulo | Brasil,2020-12-07 15:00:02,"HOJE 7/12/2020 - 19h00

Webinar Inovação no financiamento do agronegócio: perspectivas, desafios e oportunidades. Inscreva-se e participe https://t.co/8V7cIKDUHg

#somosinsper https://t.co/sMmCBZcq4G"
"['bittrex', 'corretoracripto', 'ações', 'tokenização', 'fração', 'oportunidade', 'investimentos', 'tesla', 'apple', 'google', 'mercados', 'inovação', 'criptoativos', 'theblock', 'leiacryptotimes']",,2020-12-07 14:43:35,"Bittrex se torna a segunda corretora cripto a fornecer ações tokenizadas

#bittrex #corretoracripto #ações #tokenização #fração #oportunidade #investimentos #tesla #apple #google #mercados #inovação #criptoativos #theblock #leiacryptotimes https://t.co/eQDjzCafTn"
['inovação'],Brazil,2020-12-07 14:43:17,Confederação Nacional da Indústria @CNI_br e a empresa israelense com atuação global em inovação aberta @SOSA__CO firmam parceria. Objetivo é alavancar #inovação de indústrias e startups brasileiras e ampliar sua inserção no mercado internacional. https://t.co/sZKx1evq4x
"['justiçafiscal', 'governo', 'inovação', 'destaques', 'notícias']",Brasil,2020-12-07 14:35:49,"A solução Rating da Dívida Ativa e Ajuizamento Seletivo de Execuções Fiscais vem contribuindo para o aprimoramento da Justiça no Brasil. 

Continue lendo no Crypto ID: https://t.co/XneVc1Y8h4

#justiçafiscal #governo #inovação #destaques #notícias https://t.co/TUKPhqW4iv"
['Gulbenkian'],"N Sra Fátima, Lisbon, Portugal",2020-12-07 14:34:35,"Com apresentação de S.A.R. Infanta Dona Cristina, moderação a cargo de Eusébio Macete (@Manhica_CISM) e encerramento por @Moedas, administrador da Fundação #Gulbenkian.
https://t.co/IsHtXkqrvq"
"['Design', 'Arquitetura']",Brasil,2020-12-07 14:31:13,"A roda de conversa sobre as possibilidades de contribuição do design para ações com impacto social positivo já tem nova data para acontecer: 14 de dezembro, segunda-feira, às 17h. Acesse: https://t.co/WS1zVmlZKF e saiba mais. #Design #Arquitetura https://t.co/oDrC8f1DqU"
"['inovação', 'Tecnologia']","Juiz de Fora, Minas Gerais",2020-12-07 14:20:07,Minas tem se destacado nos cenários nacional e internacional como um dos principais estados em #inovação e #Tecnologia . https://t.co/777q16xud2
"['PortalSomosIberoAmérica', 'CaminhoDaCimeira']","Madrid, Comunidad de Madrid",2020-12-07 14:05:11,"A Estratégia Ibero-Americana de Inovação, a ser apresentada na XXVII @CumbreIberoA visa promover a cooperação científica, incentivar a recuperação socioeconômica e avançar no desenvolvimento sustentável.➡️https://t.co/o5siYFLohm
#PortalSomosIberoAmérica #CaminhoDaCimeira https://t.co/vNvCuZlIu2"
"['facebrasil', 'revistadosbrasileiros', 'responsabilidade', 'pioneirismo', 'etica', 'inovacao', 'jornalismo', 'qualidade', 'vanguarda']","Orlando, FL",2020-12-07 14:01:25,"Entre em contato com a gente. ☎ +1(407) 842-1211 / +1(407) 334-2571 / info@facebrasil.com Acesse o nosso site: https://t.co/uDSDmSIX8m
#facebrasil #revistadosbrasileiros #responsabilidade #pioneirismo #etica #inovacao #jornalismo #qualidade #vanguarda https://t.co/LSSZzp5NGv"
"['wtmglobalhub', 'wtmlat', 'estratégia', 'turismo', 'liderança']","Expo Center Norte, São Paulo",2020-12-07 14:00:15,"Saiba como o conceito de Liderança 4.0 pode levar a sua empresa a um patamar elevado de inovação e a gerar ideias disruptivas para o seu negócio.

➡️ Participe: https://t.co/amoUFyHU5B

#wtmglobalhub #wtmlat #estratégia #turismo #liderança https://t.co/8xzsyWakZU"
"['behaviordesigner', 'farmaceutica', 'saude', 'saudedigital', 'medicina', 'healthcare', 'healthtech', 'pharma', 'futuro', 'inovacao', 'digitalhealth', 'podcast', 'viaoral']","Brazil, São Paulo",2020-12-07 13:53:39,Já ouviram esse episódio incrível com 10 executivos da Farma? #behaviordesigner #farmaceutica #saude #saudedigital #medicina #healthcare #healthtech #pharma #futuro #inovacao #digitalhealth #podcast #viaoral  https://t.co/s1ySKP9N4b
"['cingapura', 'governos', 'inovação', 'tecnologia', 'tecnologiacripto', 'blockchain', 'logística', 'negociação', 'financiamento', 'empresas', 'theblock', 'leiacryptotimes']",,2020-12-07 13:51:57,"Governo de Cingapura irá direcionar US$ 9 milhões na pesquisa e adesão da tecnologia blockchain

#cingapura #governos #inovação #tecnologia #tecnologiacripto #blockchain #logística #negociação #financiamento #empresas #theblock #leiacryptotimes https://t.co/Wl8z8mw1eG"
"['educação', 'agendaescolar', 'comunicação', 'inovação', 'controleacadêmico']","Rua Borges Lagoa 1083, Cj 24",2020-12-07 13:50:49,"As habilidades socioemocionais fazem parte de um dos aspectos mais importantes de formação do indivíduo. Tratam-se de uma série de competências para as pessoas lidar com as próprias emoções.

#educação #agendaescolar #comunicação #inovação #controleacadêmico https://t.co/9kkpTzBFcb"
